nct_id,brief_title,official_title,acronym,lead_sponsor_name,lead_sponsor_class,phase,overall_status,study_type,enrollment_count,enrollment_type,start_date,primary_completion_date,completion_date,why_stopped,sex,minimum_age,maximum_age,std_ages,healthy_volunteers,eligibility_criteria,brief_summary,conditions,has_results,is_fda_regulated_drug,primary_outcomes,retrieved_at,source_id
NCT00004779,"Phase I Pilot Study of Ad5-CB-CFTR, an Adenovirus Vector Containing the Cystic Fibrosis Transmembrane Conductance Regulator Gene, in Patients With Cystic Fibrosis",,,National Center for Research Resources (NCRR),NIH,PHASE1,COMPLETED,INTERVENTIONAL,12,,1993-01,,,,ALL,0 Years,,CHILD;ADULT;OLDER_ADULT,0,"PROTOCOL ENTRY CRITERIA:

--Disease Characteristics-- Cystic fibrosis No mild genetic mutations, i.e., normal nasal chloride ion permeability At least 2 weeks since decrease in pulmonary function --Prior/Concurrent Therapy-- At least 3 months since systemic cortisone At least 1 month since other therapeutic research study, e.g., DNAse --Patient Characteristics-- Other: Adequate endocrine, liver, kidney, and cardiac function Adenovirus antibody seropositive No pregnant or nursing women Negative pregnancy test required of fertile women Adequate contraception required of fertile patients","OBJECTIVES: I. Assess the safety and efficacy of gene transfer into the nasal epithelium using Ad5-CB-CFTR, an E1-deleted adenovirus vector containing the cystic fibrosis transmembrane conductance regulator gene, in patients with cystic fibrosis (CF).

II. Determine whether ion transport abnormalities in CF airway cells can be corrected.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00004806,Phase I Study of Liposome-Mediated Gene Transfer in Patients With Cystic Fibrosis,,,University of Alabama at Birmingham,OTHER,PHASE1,COMPLETED,INTERVENTIONAL,9,,1995-06,2002-11,2002-11,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"PROTOCOL ENTRY CRITERIA:

--Disease Characteristics-- Cystic fibrosis (CF), i.e.: Sweat chloride greater than 60 mEq/L Clinical manifestations of CF Homozygous delta F508 mutation preferred Compound heterozygotes for F508 mutation with pancreatic insufficiency eligible FEV1 greater than 40% of predicted PO2 at least 60 mm Hg on room air No acute or recurrent sinusitis No obstructive nasal polyposis No pneumothorax or hemoptysis, e.g., more than 250 mL blood within 24-hour period, within past year No unstable lung disease with worsening pulmonary symptoms, arterial blood gas, or pulmonary function tests within 2 weeks prior to entry No pulmonary exacerbation within 4 weeks prior to entry --Prior/Concurrent Therapy-- At least 2 months since participation in any other clinical study At least 2 months since DNase At least 4 months since corticosteroids --Patient Characteristics-- Cardiac: No severe cardiac disease Other: No other severe organ system disease, e.g., juvenile-type diabetes mellitus No pregnant women","OBJECTIVES:

Evaluate the efficacy and safety of lipid-mediated transfer of the cystic fibrosis transmembrane conductance regulator gene to nasal epithelium in patients with cystic fibrosis.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00004829,Phase III Randomized Study of the Inhalation of Tobramycin in Patients With Cystic Fibrosis,,,FDA Office of Orphan Products Development,FED,PHASE3,COMPLETED,INTERVENTIONAL,200,,1995-06,,1998-05,,ALL,6 Years,,CHILD;ADULT;OLDER_ADULT,0,"PROTOCOL ENTRY CRITERIA:

--Disease Characteristics--

Documented cystic fibrosis with Pseudomonas aeruginosa present in a sputum or throat culture within 6 months prior to screening

Sweat chloride at least 60 mEq/L

--Prior/Concurrent Therapy--

At least 14 days since prior intravenous or aerosolized tobramycin or other antipseudomonal antibiotic

At least 4 weeks since prior administration of any investigational drug

No concurrent antibiotics by aerosol

--Patient Characteristics--

Renal:

* Creatinine less than 2 mg/dL
* BUN less than 40 mg/dL
* No proteinuria of 2+ or greater

Pulmonary:

* FEV1 at least 75% and at least 25% of predicted
* Room air oximetry at least 88% saturation
* Able to perform pulmonary function tests
* No hemoptysis of 60 mL or greater within 30 days prior to study
* No abnormal chest X-ray

Other:

* Not pregnant
* Fertile females must use effective contraception
* No history of positive culture with Burkholderia cepacia
* No history of glucose-6-phosphate dehydrogenase deficiency
* No known local or systemic hypersensitivity to aminoglycosides, albuterol, or other beta-2 agonists","OBJECTIVES: I. Determine the safety and efficacy of tobramycin in patients with cystic fibrosis who are chronically colonized with Pseudomonas aeruginosa.

II. Determine whether this treatment produces tobramycin-resistant bacteria at a frequency different from the placebo group and whether the emergence of resistance is associated with a lack of clinical response.",Cystic Fibrosis | Bacterial Infection,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00005110,A Multi-Centered Study of the Long-Term Effect of Salmeterol and Albuterol in Cystic Fibrosis,,,National Center for Research Resources (NCRR),NIH,NA,SUSPENDED,INTERVENTIONAL,,,,,,,ALL,5 Years,45 Years,CHILD;ADULT,0,"Inclusion Criteria:

* Ability to perform reproducible spirometry
* FEVI \> 50% and \< 90% (Knudsen)
* A CF pulmonary exacerbation within the last year or an FEVI\<80%
* At least one delta f508 allele on CF mutation analysis
* Ability to demonstrate use of inhaled medicine and FEVI and PEFR monitor
* Written informed consent
* Negative serum pregnancy test on enrollment","Long term use of bronchodilators in CF is beneficial to the improvement of pulmonary function and symptoms. This study is investigating the long-term benefit of administration of the drug Salmeterol, a bronchodilator. Salmeterol will be compared to albuterol or placebo. The medication will be inhaled twice a day for 6 months.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00005112,Growth Hormone Use in Cystic Fibrosis - a Multicenter Study,,,National Center for Research Resources (NCRR),NIH,PHASE3,COMPLETED,INTERVENTIONAL,,,,,,,ALL,5 Years,12 Years,CHILD,0,"Inclusion Criteria:

* CF patients ages 5-12 who are less than the 25th percentile for age and sex normal values for height and/or weight","Cystic Fibrosis (CF) is the most common lethal genetic disorder in America. Previous studies by our group and others have shown that human recombinant growth hormone (GH) improves height velocity, weight velocity, lean body mass (LBM) and pulmonary function. These positive results have prompted us to ask further questions regarding GH use in CF including: a) Do patients with better baseline body weight and pulmonary function derive more benefit from treatment than those with worse weight and pulmonary function?, b) Does GH use improve the patient's quality of life?, c) Once GH is discontinued, are the positive effects sustained? We hypothesize that GH treatment in CF patients will improve their clinical status and their quality of life. We further hypothesize that these effects will be present regardless of baseline body weight or pulmonary function, and that positive outcome will be sustained for at least one year after GH treatment is discontinued. To test our hypothesis, we will recruit 40 prepubertal children from five CF centers across the United States (8 per center). Patients will be randomly assigned to receive treatment with GH (0.3mg/kg/wk) during either the first or the second year. All subjects will be seen every three months. We will evaluate the following parameters every three months: 1) height, height velocity and Z-score, 2) body weight and weight velocity. Every six months we will measure: 1) lean body mass utilizing DEXA, 2) pulmonary function, including measurement of respiratory muscle strength (peak inspiratory and peak expiratory pressure), 3) quality of life (QOL), quantitated from QOL forms specific for CF (""The Cystic Fibrosis Questionnaire""). After one year of study, subjects will ""cross-over"" to the other treatment arm. This 24 month study will allow us to statistically compare outcome measures in 20 treated and 20 nontreated subjects from multiple centers, and will allow us to assess sustained effect in the 20 subjects who receive GH during the first year, by comparing their results to results obtained during the year post treatment.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00006063,Randomized Study of Pancrelipase With Bicarbonate (PANCRECARB) Capsules in Reducing Steatorrhea in Patients With Cystic Fibrosis,,,National Center for Research Resources (NCRR),NIH,NA,COMPLETED,INTERVENTIONAL,24,,1999-07,,1999-08,,ALL,0 Years,,CHILD;ADULT;OLDER_ADULT,0,"PROTOCOL ENTRY CRITERIA:

--Disease Characteristics--

* Clinical diagnosis of cystic fibrosis Duplicate sweat chloride measurements greater than 60 mEq/L on samples collected after pilocarpine iontophoresis
* Patients with a history of malabsorption who consume at least 1,000 to 2,500 lipase units/kg/meal

--Prior/Concurrent Therapy--

* No concurrent oral antibiotics, antacids, H2 receptor antagonists, or any drugs known to interfere with digestion

--Patient Characteristics--

* Weight for height greater than the 5th percentile
* No prior meconium ileus with intestinal resection
* No known hypersensitivity to pancrelipase or pork protein","OBJECTIVES:

I. Compare the efficacy of enteric coated pancrelipase with bicarbonate (PANCRECARB) capsules versus the patient's usual enteric coated pancreatic enzyme without bicarbonate in decreasing fecal fat and nitrogen losses in patients with cystic fibrosis.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00006169,Behavioral Treatment of Weight Gain in CF,Behavioral Treatment of Weight Gain in CF,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,PHASE3,COMPLETED,INTERVENTIONAL,,,1996-06,,1999-11,,ALL,4 Years,12 Years,CHILD,0,"Inclusion Criteria:

* Weight percentile for age or height below 40th for age and sex
* Pancreatic insufficiency

Exclusion Criteria:

* Developmental delays
* Pseudomonas cepacia
* Supplemental enteral or parenteral nutrition",The current study examines the efficacy of two treatments to help children with cystic fibrosis (CF) meet their dietary calorie requirements of 120% to 150% of the recommended daily allowance of energy and the effect of these treatments on weight gain and maintenance. One treatment provides children with CF and their parents nutrition education about the best foods for meeting their dietary needs. The second treatment gives children with CF and their families similar nutritional information plus behavioral parenting methods for motivating children to eat the recommended foods. Children with CF and their families are seen weekly for 7 treatment sessions across 9 weeks for the active phase of treatment. Families are then followed for 2 years after treatment in order to better understand how long the treatments are effective and to determine the health benefits of better nutrition status and weight gain.,Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00006280,A Study of the Safety and Efficacy of Tobramycin for Inhalation in Young Children With Cystic Fibrosis,A Phase II Multicenter Randomized Trial of Tobramycin for Inhalation in Young Children With Cystic Fibrosis,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,PHASE2,COMPLETED,INTERVENTIONAL,98,,2000-02,,2002-02,,ALL,6 Months,5 Years,CHILD,0,"Inclusion Criteria:

* Age at least 6 months and less than 6 years
* Diagnosis of cystic fibrosis with 2 clinical features consistent with CF and confirmed by either sweat chloride \>= 60 mEq/L (by quantitative pilocarpine iontophoresis) or by genotype with 2 identifiable mutations consistent with CF.
* One throat or sputum microbiology culture positive for Pseudomonas aeruginosa (Pa) within 2 weeks to 12 months prior to screening.
* Informed consent by parent or legal guardian.

Exclusion Criteria:

* History of adverse reaction to anesthesia or sedation.
* History of aminoglycoside hypersensitivity.
* History of unresolved anemia (hematocrit \< 30%) or thrombocytopenia (platelet count \< 100,000/mm3).
* History of hemoptysis with 30 days prior to screening.
* History of abnormal renal function (serum creatinine \> 1.5 times the upper limit of normal for age).
* History of clinically documented chronic hearing loss.
* Administration of any investigational drug within 30 days prior to screening.","This study's primary goals are to test the safety and effectiveness of Tobramycin for Inhalation (TOBIr) in cystic fibrosis (CF) patients who are between 6 months and 6 years of age. This drug is an antibiotic that is inhaled into the lungs by the patient. It has already been studied and approved by the FDA for treatment of CF patients 6 years and older. Lung fluid will be examined for bacteria before and after the 28-day treatment. The amount of bacteria before and after treatment will be compared. This will indicate whether the antibiotic was effective in killing bacteria in the lungs. Once treatment begins, patients will be monitored every 2 weeks throughout the study (5 exams in 56 days). Half of the patients will receive TOBIr, half will receive a placebo (a substance that looks like TOBIr but contains no medication).",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00008775,Pressure Support Ventilation During CF Exacerbations,"Pressure Support Ventilation During CF Exacerbations: A Randomized, Controlled Trial",,National Center for Research Resources (NCRR),NIH,NA,SUSPENDED,INTERVENTIONAL,,,,,,,ALL,12 Years,60 Years,CHILD;ADULT,0,cystic fibrosis subjects with pulmonary exacerbation,"Chest physiotherapy is recognized as a mainstay of cystic fibrosis therapy, and is particularly important during treatment of pulmonary exacerbations. For some patients, especially those with moderate to severe compromise of lung function, this therapy may impose a high demand in the work of breathing and energy expenditure. The goal of this study is to evaluate the effectiveness of adding pressure support ventilation (PSV) during chest physiotherapy sessions in patients with cystic fibrosis with moderate to severe lung function compromise being treated for a pulmonary exacerbation.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00014950,Benefits and Risks of Newborn Screening for Cystic Fibrosis,Pulmonary Benefits of Cystic Fibrosis Neonatal Screening,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,NA,COMPLETED,INTERVENTIONAL,,,,,,,ALL,1 Month,21 Years,CHILD;ADULT,0,"Inclusion Criteria:

* Must have been born in the State of Wisconsin
* Must have been born between April 15, 1985 and June 30, 1994
* Must have had a valid newborn screening test for cystic fibrosis in the first 28 days of life.
* Must have a sweat chloride test greater or equal to 60 mmol/Liter
* Parental consent","Although cystic fibrosis (CF) is the most common, life-threatening autosomal recessive genetic disorder of the white population, there are often delays in diagnosis and hence start of treatment. Advances of the past two decades have made CF screening feasible using routinely collected neonatal blood specimens and measuring an enzyme level followed by CF mutation DNA analysis. Our overall goal of the study is to see if early diagnosis of CF through neonatal screening will be medically beneficial without major risks. ''Medically beneficial'' refers to better nutrition and/or pulmonary status, whereas '' risks'' include laboratory errors, miscommunication or misunderstanding, and adverse psychosocial consequences. Specific aims include assessment of the benefits, risks, costs, quality of life, and cognitive function associated with CF neonatal screening and a better understanding of the epidemiology of CF.

A comprehensive, randomized clinical trial emphasizing early diagnosis as the key variable has been underway since 1985. Nutritional status has been assessed using height and weight measurements and biochemical methods. The results have demonstrated significant benefits in the screened (early diagnosis) group. We are now focusing on the effect of early diagnosis of CF on pulmonary outcome. Pulmonary status is measured using chest radiographs, chest scans using high resolution computerized tomography, and pulmonary function tests. Other factors that we are looking at include risk factors for the acquisition of respiratory pathogens such as Pseudomonas aeruginosa, quality of life and cognitive function of children with CF who underwent early versus delayed diagnosis, as well as the cost effectiveness of screening and the costs of diagnosis and treatment of CF throughout childhood.

If the questions underlying this study are answered favorably, it is likely that neonatal screening using a combination of enzyme level (immunoreactive trypsinogen) and DNA test will become the routine method for identifying new cases of CF not only in the State of Wisconsin, but throughout the country.",Cystic Fibrosis | Lung Disease | Pseudomonas Infections,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00016445,Phase II Study of Growth Hormone in Children With Cystic Fibrosis,,,University of Utah,OTHER,PHASE2,COMPLETED,INTERVENTIONAL,40,,2001-02,2007-08,,,ALL,5 Years,12 Years,CHILD,0,"PROTOCOL ENTRY CRITERIA:

--Disease Characteristics--

* Diagnosis of prepubertal cystic fibrosis
* No colonization by Burkholderia cepacia

--Prior/Concurrent Therapy--

* No prior or concurrent insulin requirement

--Patient Characteristics--

* Hematopoietic: No hematologic disease
* Hepatic: No liver disease
* Renal: No kidney disease
* Pulmonary: Must be able to perform pulmonary function testing
* Other: No history of diabetes Must be less than 25% of normal height and/or weight for age and sex","OBJECTIVES: I. Determine the effect of growth hormone on height, height velocity, body weight, and lean body mass in patients with cystic fibrosis.

II. Determine the effect of growth hormone on pulmonary function in these patients.

III. Determine the impact of this drug on the quality of life in these patients.

IV. Determine if the clinical response from this drug is sustained in these patients.",Cystic Fibrosis,0,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00016744,Phenylbutyrate/Genistein Duotherapy in Delta F508-Homozygous(for Cystic Fibrosis),A Pilot Trial of Phenylbutyrate/Genistein Duotherapy in Delta F508-Homozygous Cystic Fibrosis Patients,,Children's Hospital of Philadelphia,OTHER,PHASE1;PHASE2,COMPLETED,INTERVENTIONAL,12,ACTUAL,2001-09,2005-10,2005-10,,ALL,18 Years,,ADULT;OLDER_ADULT,0,"Inclusion Criteria:

1. Able to communicate with pertinent staff, able to understand and willing to comply with the requirements of the trial, and able and willing to give informed consent.
2. Willing to practice a reliable and study-accepted method of contraception during the study.
3. Diagnosis of cystic fibrosis consisting of both:

   1. clinical manifestations of cystic fibrosis and
   2. cystic fibrosis genotype homozygous for Delta F508 and sweat sodium or chloride \> 60 mEq/L
4. Oxyhemoglobin saturation greater than or equal to 92% while breathing room air

Exclusion Criteria:

1. Underlying diseases likely to limit life span and/or increase risk of complications:

   1. Cancer requiring treatment in the past 5 years, with the exception of cancers that have been cured, or in the opinion of the investigator, carry a good prognosis such as non-melanoma skin cancer, papillary thyroid carcinoma, and cervical cancer in situ.
   2. GI disease

   i. Inflammatory bowel disease requiring treatment in the past year ii. elevations in ALT or AST levels to greater than 3 times the upper limit of normal
2. Conditions or behaviors likely to affect the conduct of the study

   1. Current or anticipated participation in another intervention research project
   2. Recent (with 2 months) sinus surgery or nasal polypectomy
   3. Currently pregnant or less than 3 months post-partum
   4. Currently nursing or within 6 weeks of having completed nursing
   5. Unwilling to undergo pregnancy testing or to report possible or confirmed pregnancy promptly during the course of the study
   6. Unwilling to use a reliable contraceptive method for two months after the completion of the study.
   7. Major psychiatric disorder, which, in the opinion of the investigators, would impede conduct of the study, e.g., alcoholism
   8. Other condition, which, in the opinion of the investigators, would impede conduct of the study.
3. Glucocorticoids other than topical, ophthalmic, and inhaled preparations.
4. Conditions that would place the patient at an increased risk for complications:

   1. Pneumothorax within the last 12 months
   2. Uncontrolled diabetes
   3. Asthma or allergic bronchopulmonary aspergillosis requiring systemic glucocorticoid therapy within the last two months
   4. Sputum culture growing a pathogen that does not have in vitro sensitivity to at least two types of antibiotics which could be administered to the patient
   5. History of major hemoptysis: (Greater than 240 mL of blood within a 24-hour period within the last 12 months).
5. Medication use or conditions not specifically mentioned above, including severe or end stage CF lung disease, that may serve as criteria for exclusion at the discretion of the investigators.
6. History of significant cardiovascular disease, such as myocardial infarction, congestive heart failure, unstable arrhythmia, or uncontrolled hypertension.","We are testing a new combination of medicines, to determine if they could be used to treat cystic fibrosis (CF). Subjects with CF who have two copies of the most common mutation (change) found in patients with CF called DF508. CF is caused by a lack of chloride movement in the nose, sinuses, lungs, intestines, pancreas and sweat glands. We are conducting this study to determine the safety of using a combination of two medicines, Phenylbutyrate and Genistein, to improve the ability of the cells lining the nose to regulate movement of salt (chloride) and water in people with CF.

Phenylbutyrate has been extensively used to treat patients with rare metabolic diseases (which are very different from CF), Phenylbutyrate is an investigational drug for the purpose of this study. Genistein is a naturally occurring substance that is found in food products such as soy and tofu, but is also an investigational drug for this study. Both drugs may be able to restore normal chloride movements in body organs and glands. We will be studying salt and water in the nose movement by a technique called nasal transepithelial potential difference (NPD).",Cystic Fibrosis,0,,The basis of analysis for the primary outcome measure will be the comparison of data from both the standard CF NPD protocol compared to a modified NPD protocol including the perfusion of Genistein.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00034515,A Study in Adult and Pediatric Patients With Cystic Fibrosis,Ph 1b/2a Study to Assess Levels of INS37217 and Placebo Treatment With Maximum Tolerated Dose Administered by Inhalation Via the Pari LC Star Nebulizer in Adult and Pediatric CF Patients,,Merck Sharp & Dohme LLC,INDUSTRY,PHASE1;PHASE2,COMPLETED,INTERVENTIONAL,63,ACTUAL,2001-06,2002-08,2002-08,,ALL,5 Years,,CHILD;ADULT;OLDER_ADULT,0,"Inclusion Criteria:

* FEV1 40-70% (adults)
* FEV1 \>/=50% (pediatrics)
* oxygen saturation \>90%
* clinically stable
* willing to stay overnight

Exclusion Criteria:

* abnormal renal or liver function
* receiving corticosteroids exceeding 10mg/day or 20 mg every other day
* received intravenous or aerosolized antibiotics 1 week prior to dosing","The purpose of this ascending dose group study is to assess the safety, tolerability, and effects of multiple dose levels of INS37217 and placebo followed by five days twice daily treatment with maximum tolerated dose administered by inhalation via the Pari LC Star nebulizer in adult and pediatric patients with cystic fibrosis",Cystic Fibrosis,0,,assess safety and tolerability,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00043316,Interferon Gamma-1b by Inhalation for the Treatment of Patients With Cystic Fibrosis,A Phase I/II Study of Interferon Gamma-1b by Inhalation for the Treatment of Patients With Cystic Fibrosis,,InterMune,INDUSTRY,PHASE1;PHASE2,COMPLETED,INTERVENTIONAL,66,ACTUAL,2001-02,,2002-10,,ALL,12 Years,,CHILD;ADULT;OLDER_ADULT,0,"Key inclusion criteria:

* At least 12 years of age
* Diagnosis of cystic fibrosis with mild to moderate pulmonary impairment
* Must be receiving ongoing chronic treatment with TOBI (inhaled tobramycin) OR not receiving ongoing chronic treatment with TOBI and no use of TOBI or other inhaled antibiotic within 4 weeks prior to study drug administration·
* Other specific diagnostic indicators of CF and other factors must meet minimum requirements.","The purpose of this research study is to evaluate the safety and effectiveness of Interferon gamma-1b (IFN-g 1b) on lung function when given to patients with cystic fibrosis by inhalation (breathed into the lungs) three times a week for 12 weeks.

The FDA has not approved Interferon gamma-1b for use with cystic fibrosis patients, which is the condition being examined in this study.",Cystic Fibrosis,0,,"change in FEV1, sputum bacterial density",2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00043342,Study of Interferon Gamma-1b by Injection for the Treatment of Patients With Cystic Fibrosis,A Phase I/II Study of Interferon Gamma-1b by Subcutaneous Injection for the Treatment of Patients With Cystic Fibrosis,,InterMune,INDUSTRY,PHASE1;PHASE2,COMPLETED,INTERVENTIONAL,51,ACTUAL,2002-04,,2003-03,,ALL,6 Years,,CHILD;ADULT;OLDER_ADULT,0,"* At least 6 years of age
* Diagnosis of cystic fibrosis (against certain criteria)
* Able to perform pulmonary (lung) function tests and participate in induced sputum procedures
* Pulmonary function values must meet certain minimal requirements
* Must have acceptable laboratory test results
* Cannot be on certain medications during and immediately prior to study
* Cannot have a history of unstable or deteriorating cardiac or neurologic disease","The purpose of this research study is to evaluate the safety, tolerability, and efficacy of Interferon gamma-1b (IFN-gamma 1b) when administered by subcutaneous injection over a period of 4 weeks to patients with mild-to-moderate cystic fibrosis. Additionally, preliminary assessments on the effects of IFN-gamma 1b on lung function and other indicators of health will be made.",Cystic Fibrosis,0,,change in sputum neutrophil count,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00056147,Study of INS37217 Inhalation Solution in Mild to Moderate Cystic Fibrosis Lung Disease,"Multi-Center, Double-Blind, Randomized, Placebo-Controlled, 28-Day Study of INS37217 Inhalation Solution in Subjects With Mild to Moderate Cystic Fibrosis Lung Disease",,Merck Sharp & Dohme LLC,INDUSTRY,PHASE2,COMPLETED,INTERVENTIONAL,90,ACTUAL,2003-04,2004-02,2004-02,,ALL,8 Years,50 Years,CHILD;ADULT,0,"Inclusion Criteria:

* confirmed diagnosis of CF
* FEV1 greater than or equal to 75% of predicted normal for age, gender, and height
* oxyhemoglobin saturation greater than or equal to 90%
* clinically stable

Exclusion Criteria:

* abnormal renal or liver function
* clinically significant findings atypical for moderate cystic fibrosis",The purpose of this study is to assess the safety and effectiveness of multiple dosages of INS37217 compared to placebo over 28 days in subjects with mild to moderate cystic fibrosis (CF) lung disease. Study drug will be administered through a nebulizer (a device that delivers medication as a mist by breathing it in).,Cystic Fibrosis,0,,lung function | respiratory symptoms | sputum weight | pulmonary exacerbations | measures of lung characteristics,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00060801,Efficacy and Safety of 24 Weeks of Oral Treatment With BIIL 284 BS in Adult and Pediatric Patients,"A Randomized, Double-blind, Placebo-controlled Study to Investigate the Efficacy and Safety of 24 Weeks of Oral Treatment With BIIL 284 BS in Adult (75 mg, 150 mg) and Pediatric (75 mg) Cystic Fibrosis Patients",,Boehringer Ingelheim,INDUSTRY,PHASE2,TERMINATED,INTERVENTIONAL,420,,2003-05,2004-07,,,ALL,6 Years,,CHILD;ADULT;OLDER_ADULT,0,"INCLUSION CRITERIA:

* Male or female patients \>= 6 years pediatric 6-17 years inclusive; adult \>= 18 years)
* Body weight \>= 20 kg (determined at Visit 1)
* Confirmed diagnosis of CF
* Able to perform acceptable spirometric maneuvers, according to American Thoracic Society standards .
* FEV1 25-85% predicted
* Clinically stable
* The patient or the patient's legally acceptable representative must be able to give informed consent.
* The patient must be able to swallow the BIIL 284 BS tablets whole.
* Patients taking a chronic medication must be willing to continue this therapy for the entire duration of the study.

EXCLUSION CRITERIA:

* Patients with a significant history of allergy/hypersensitivity (including medication allergy) which is deemed relevant to the trial as judged by the Investigator. ""Relevance"" in this context refers to any increased risk of hypersensitivity reaction to trial medication; there are no specific issues of concern currently identified with respect to use of BIIL 284 BS in allergic patients per se.
* Patients who have participated in another study with an Investigational drug within one month or 6 half-lives (whichever is greater) preceding the screening visit.
* Patients with known relevant substance abuse, including alcohol or drug abuse.
* Female patients who are pregnant or lactating, including females who have a positive serum pregnancy test at screening (pregnancy tests will be performed for all females of child bearing potential).
* Female patients of child bearing potential who are not using a medically approved form of contraception.
* Patients who are unable to comply with food requirements prior to dosing.
* Patients with documented persistent colonization with Burkholderia cepacia.
* Patients chronically using oral corticosteroids or high-dose ibuprofen.
* Patients with hemoglobin \< 9.0 g/dL; platelets \< 100x10 to the 9th power/L; SGOT (ALT) or SGPT (AST) \> 2.5 times the upper limit of normal; creatinine \> 1.5 times upper limit normal.
* Clinically significant disease or medical condition other than Cystic Fibrosis or Cystic Fibrosis-related conditions that, in the opinion of the Investigator, would compromise the safety of the patient or the quality of the data.",The purpose of this study is to determine the effect of 24 weeks of treatment with BIIL 284 BS compared with placebo on pulmonary function and incidence of pulmonary exacerbation in adult and pediatric cystic fibrosis patients.,Cystic Fibrosis,0,,Change from baseline in post-bronchodilator forced expiratory volume in one second (FEV1) (percent predicted) | Proportion of patients with at least one pulmonary exacerbation during the treatment period as per definition of Fuchs et al,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
